id,source,title,url,deadline,description,scraped_at,fit,score,fit_reason,fit_match,call_summary,call_deadline
65488e0cf191,EIT Urban Mobility,Call For Experts Evaluators And Rapporteurs Apr26,https://www.eiturbanmobility.eu/request-for-proposal/call-for-experts-evaluators-and-rapporteurs-apr26/,30 April 2026,,2026-06-01T11:34:32.608192+00:00,MAYBE,5,"DevelopMinded's expertise in evaluating innovation programmes, startup competitions, and investor readiness aligns with the expert evaluator role, though this is an individual expert pool call rather than a consultancy contract for core commercial services.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","EIT Urban Mobility is building a pool of external expert evaluators and rapporteurs to support evaluation and selection of proposals across its business areas including Academy, Innovation, Impact Ventures/Investments, and Social Innovation. Contractors must serve as independent evaluators or rapporteurs for EIT UM's calls for proposals, assessing submitted applications across these domains.",30 April 2026
c1fccd599c4e,EIT Urban Mobility,Visual Graphic Design And Creative Services 26 28,https://www.eiturbanmobility.eu/request-for-proposal/visual-graphic-design-and-creative-services-26-28/,14 April 2026,,2026-06-01T11:34:33.399400+00:00,NO,1,"This tender requires a visual/graphic design agency for brand identity and creative services, which is entirely outside DevelopMinded's technology commercialisation and strategic consultancy expertise.",none,"EIT Urban Mobility is seeking an external design agency to maintain and consolidate its visual identity across print and digital formats, supporting internal and external communications and marketing goals. The contractor must deliver graphic design and creative services over 2026-2028.",14 April 2026
f216e131bf9b,EIT Urban Mobility,Selection Of Legal Experts In Investment Transactions 26 28,https://www.eiturbanmobility.eu/request-for-proposal/selection-of-legal-experts-in-investment-transactions-26-28/,12 April 2026,,2026-06-01T11:34:34.145232+00:00,NO,1,"This tender requires qualified legal experts in corporate law and investment transactions, which is entirely outside DevelopMinded's service portfolio of technology commercialisation, market strategy, and investment readiness consulting.",none,"EIT Urban Mobility is creating a pool of legal experts to advise on corporate law across its investment activities from 2026 to 2028. Contractors must deliver transactional legal support (drafting/negotiating investment agreements, governance advice) and ad hoc legal advisory services (M&A, restructuring, insolvency, tax considerations) for portfolio companies.",12 April 2026
893bac790ef9,EIT Urban Mobility,Writing And Photo Services 26 28,https://www.eiturbanmobility.eu/request-for-proposal/writing-and-photo-services-26-28/,10 April 2026,,2026-06-01T11:34:34.906772+00:00,NO,1,"This tender requires writing and photography/multimedia production services, which are entirely outside DevelopMinded's core competencies in technology commercialisation, investment readiness, and strategic consulting.",none,"EIT Urban Mobility is seeking a multimedia provider to deliver written content and on-location photography for corporate materials such as Impact Stories, covering its pilots, programmes, and startups. The contractor must produce both text and visual deliverables to support EIT Urban Mobility's awareness and dissemination activities over 2026-2028.",10 April 2026
f3d81a356f56,EIT Urban Mobility,Transport Research Arena 2026,https://www.eiturbanmobility.eu/request-for-proposal/transport-research-arena-2026/,30 March 2026,,2026-06-01T11:34:35.674775+00:00,NO,1,"This tender is for conference and expo organisation/event management services at TRA 2026 in Budapest, which is entirely outside DevelopMinded's service portfolio of technology commercialisation, investment readiness, and strategic consultancy.",none,"EIT Urban Mobility is seeking a contractor to provide professional support for its participation as a partner and exhibitor at the Transport Research Arena 2026 conference in Budapest (18-21 May 2026), a flagship European transport research and innovation event expecting over 3,000 attendees. The contractor must concretely deliver conference and expo organisation services to ensure EIT Urban Mobility has a visible, active presence in both the conference programme and exhibition area.",30 March 2026
b69b30d4ed8e,EIT Urban Mobility,Eu Affairs Freelancer 2026 2028,https://www.eiturbanmobility.eu/request-for-proposal/eu-affairs-freelancer-2026-2028/,06 April 2026,,2026-06-01T11:34:36.739847+00:00,NO,2,"This tender requires a Brussels-based EU public affairs/lobbying freelancer focused on institutional stakeholder engagement for EIT Urban Mobility, which is outside DevelopMinded's core services in technology commercialisation, investment readiness, and deep tech go-to-market strategy.",none,"EIT Urban Mobility is seeking a single provider to deliver EU Affairs (public affairs/lobbying) support, requiring physical proximity to Brussels and EU institutions. The contractor must provide professional public affairs services including stakeholder engagement with EU institutions on behalf of EIT Urban Mobility.",06 April 2026
eafd3711f01f,EIT Urban Mobility,Media Relations Support,https://www.eiturbanmobility.eu/request-for-proposal/media-relations-support/,26 March 2026,,2026-06-01T11:34:37.522541+00:00,NO,1,"This tender requires a media relations agency with PR/press expertise across Europe, which is entirely outside DevelopMinded's core services in technology commercialisation, investment readiness, and strategic advisory.",none,"EIT Urban Mobility is seeking a professional media relations agency to support its press and media strategy across Europe, including journalist identification, press releases, interview facilitation, and event organisation. The contractor must deliver proactive media outreach, build journalist relationships, and enhance EIT Urban Mobility's brand visibility with institutional, governmental, and private sector audiences.",26 March 2026
2ce66fa8b401,EIT Urban Mobility,Supernovas Marketing Agency 26 28,https://www.eiturbanmobility.eu/request-for-proposal/supernovas-marketing-agency-26-28/,08 April 2026,,2026-06-01T11:34:38.303998+00:00,NO,1,"This tender requires a full-service digital marketing agency (SEO, paid ads, email marketing, social media) for a women's entrepreneurship initiative, which is entirely outside DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT Urban Mobility is seeking a digital marketing agency to promote the EIT Community Supernovas initiative, a joint programme supporting women-led startups and women in entrepreneurship. The contractor must deliver a comprehensive digital marketing strategy including SEO, GEO, paid advertising, email marketing, website support, visual asset creation, performance reporting, and event-related communications support over 2026-2028.",08 April 2026
497d9f9864f3,EIT Urban Mobility,Digital And Private Platform For Eit Higher Education Initiative Community 26 28,https://www.eiturbanmobility.eu/request-for-proposal/digital-and-private-platform-for-eit-higher-education-initiative-community-26-28/,26 March 2026,,2026-06-01T11:34:39.070880+00:00,NO,1,"This tender is for building and managing a digital community platform (IT/software service), which is entirely outside DevelopMinded's service offering in technology commercialisation, market strategy, and investment readiness.",none,"EIT Urban Mobility is procuring a private digital extranet platform for the EIT Higher Education Initiative Community, targeting up to 9,000 members. The contractor must deliver and maintain an online community platform with core features (WP1) and optional add-on functionalities (WP2) to support collaboration among higher education institutions, students, staff, and startup founders.",26 March 2026
0794220361af,EIT Urban Mobility,It Management System Maintenance Academy,https://www.eiturbanmobility.eu/request-for-proposal/it-management-system-maintenance-academy/,24 March 2026,,2026-06-01T11:34:39.834443+00:00,NO,1,"This tender is for IT system maintenance and software support for a student lifecycle management platform, which has no overlap with DevelopMinded's technology commercialisation and strategic advisory services.",none,"EIT Urban Mobility is seeking a contractor to maintain and support its Plaza IT management system, specifically the Academy module that handles student lifecycle management including application processing, eligibility assessment, student selection, and activity reporting. The contractor must provide technical IT maintenance and development services for this student portal platform.",24 March 2026
918956c51540,EIT Urban Mobility,Mobility Innovation Marketplace Visual Desing 26 28,https://www.eiturbanmobility.eu/request-for-proposal/mobility-innovation-marketplace-visual-desing-26-28/,20 March 2026,,2026-06-01T11:34:40.638151+00:00,NO,1,"This tender requires graphic design, web design, and UX/UI services for a digital platform, which is entirely outside DevelopMinded's technology commercialisation and strategic consultancy capabilities.",none,"EIT Urban Mobility is seeking a provider to deliver graphic design and web/UX-UI design services for its Mobility Innovation Marketplace, a digital platform showcasing innovative urban mobility solutions. The contractor must produce promotional and communication materials and support the platform's visual and digital design over 2026-2028.",20 March 2026
16f43fa6e9b0,EIT Urban Mobility,Quality Assurance External Expert Evaluators For Academy,https://www.eiturbanmobility.eu/request-for-proposal/quality-assurance-external-expert-evaluators-for-academy/,10 April 2026,,2026-06-01T11:34:41.486888+00:00,NO,2,"This tender requires quality assurance reviewers for educational courses under the EIT Label system, which is unrelated to DevelopMinded's core services in technology commercialisation, investment readiness, or deep tech venture support.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","EIT Urban Mobility is building a pool of external expert reviewers to conduct quality assurance assessments of courses within its Academy portfolio, specifically checking alignment with EIT Label quality standards for non-degree education and training. Contractors must review and assess learning content against defined EIT Label criteria to support course accreditation.",10 April 2026
2832d2884536,EIT RawMaterials,Request for proposal: EIT RM – Project Management and Support for Implementation of new BoB…,https://www.eitrawmaterials.eu/articles/request-proposal-eit-rm-project-management-and-support-implementation-new-bob-financial,22.05.2026,,2026-06-01T11:34:42.382040+00:00,NO,1,"This tender is for IT project management and financial software implementation (ERP/BoB toolset covering procurement, AP, HRIS, etc.) for EIT RawMaterials' internal back-office systems, which is entirely outside DevelopMinded's service portfolio focused on technology commercialisation, investment readiness, and deep tech venture support.",none,"EIT RawMaterials is seeking a service provider to manage the implementation of a best-of-breed financial and HR software toolset to modernise its internal finance and HR application landscape. The contractor must validate pre-selected software solutions, manage the end-to-end implementation project, and provide functional finance, accounting, and IT advisory support across areas including procurement, accounts payable, treasury, HRIS, and time tracking.",22.05.2026
9411ceae440f,EIT RawMaterials,Software-Maintenance and other IT-Services (BlueBook),https://www.eitrawmaterials.eu/call-for-offers/software-maintenance-it-services-bluebook,30.04.2026,,2026-06-01T11:34:42.914690+00:00,NO,1,"This tender requires software development and IT maintenance services (.NET, Angular, SQL Server) for an internal project management tool, which is entirely outside DevelopMinded's consultancy service offering.",none,"EIT RawMaterials is seeking an IT service provider to maintain and modernize its internal BlueBook project management software, built on ASP.NET/VB.NET with an Angular-based frontend migration underway. The contractor must deliver hands-on software maintenance, bug fixes, and active development support for the BlueBook 2.0 transition using .NET, Angular, and SQL Server in an agile framework.",30.04.2026
58a550f29c2c,EIT RawMaterials,Call for Proposals: LMS Implementation Support and Consultancy - Retainer Engagement,https://www.eitrawmaterials.eu/articles/call-proposals-lms-implementation-support-and-consultancy-retainer-engagement,Intended award notification 27 April 2026,,2026-06-01T11:34:43.182247+00:00,NO,1,"This tender is for LMS technical advisory and e-learning platform consultancy (SCORM/xAPI, digital credentialing, payment integration), which is entirely outside DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT RawMaterials seeks a technical consultancy partner on a retainer basis to support the maturation of its Learning Management System (LMS) for the RM Academy and AM Academy. The contractor must provide 10–20 hours of advisory guidance on digital credentialing, SCORM/xAPI compliance, payment configuration, API integration, and platform reporting over a 4–6 month period with a budget of €10,000–€14,000.",Intended award notification 27 April 2026
174a7afa3019,EIT RawMaterials,Request for Proposals: Media Monitoring & Media Database Services,https://www.eitrawmaterials.eu/call-for-offers/media-monitoring-media-database-services,11 March 2026,,2026-06-01T11:34:43.448159+00:00,NO,1,"This tender is for media monitoring and media database services (press clipping, journalist databases, sentiment analysis), which is entirely unrelated to DevelopMinded's technology commercialisation and deep tech advisory services.",none,"EIT RawMaterials is seeking a supplier to provide media monitoring and media database services under a 2-year framework agreement, covering online, print, broadcast, and trade media across European and international markets. The contractor must deliver real-time alerts, dashboards, a searchable journalist database, analytics reporting, and dedicated account management support.",11 March 2026
b59b23f29f65,EIT RawMaterials,Request for Proposal:  Production Company for the EIT  RawMaterials e.V. General  Assembly on May…,https://www.eitrawmaterials.eu/articles/request-proposal-production-company-eit-rawmaterials-ev-general-assembly-may-19th-2026,23 March 2026,,2026-06-01T11:34:43.729766+00:00,NO,1,"This tender is for an audiovisual production company to manage technical event production (staging, sound, lighting, livestreaming, voting systems) for a General Assembly, which has no overlap with DevelopMinded's technology commercialisation and strategic consultancy services.",none,"EIT RawMaterials is seeking an experienced production company to deliver full technical production of its General Assembly on 19 May 2026 in Brussels. The contractor must provide all AV equipment, staging, livestreaming infrastructure, real-time voting tools, and technical staff for setup, operation, and dismantling of the event.",23 March 2026
5cf85ff9d99a,EIT RawMaterials,Request for proposal: DiliCHANCE,https://www.eitrawmaterials.eu/articles/request-proposal-dilichance,07/May/2026,,2026-06-01T11:34:43.997997+00:00,MAYBE,4,"The exploitation plan and business model development component (Task 5.4) aligns with DevelopMinded's technology commercialisation and exploitation services, but the bulk of the work involves due diligence regulatory content, webinar delivery, and platform management outside DevelopMinded's core competencies.",Technology commercialisation and exploitation of research results,"DiliCHANCE is a Horizon Europe project focused on Human Rights and Environmental Due Diligence (HREDD) in mineral/raw materials value chains. The contractor must deliver webinars for industry and policymakers, manage a knowledge platform (DD One-Stop-Shop), support peer-learning sessions for tool providers, and lead the development of business models, an exploitation plan, and a Joint Ownership Agreement for the post-project phase.",07/May/2026
40f8bf0d89f7,EIT RawMaterials,Call for Applications for Members for the Executive Board of EIT RawMaterials e.V.,https://www.eitrawmaterials.eu/articles/call-for-applications-members-of-executive-board,2026-02-09_EIT RawMaterials-Call for Board members_FINAL (UPDATE…,,2026-06-01T11:34:44.428796+00:00,NO,1,"This is a call for individual candidates to join a governance board, not a procurement for consultancy services.",none,"EIT RawMaterials is seeking candidates to fill Executive Board member positions for its association (EIT RawMaterials e.V.), a supervisory governance role overseeing the organisation's strategic direction. Applicants must be individuals willing to serve a three-year term on the board, elected by the General Assembly of partners.",2026-02-09_EIT RawMaterials-Call for Board members_FINAL (UPDATE…
93d00cd3989a,EIT RawMaterials,Call for Proposals: AI-powered Educational Content Creation Platform,https://www.eitrawmaterials.eu/articles/call-proposals-ai-powered-educational-content-creation-platform,16 February 2026,,2026-06-01T11:34:44.692342+00:00,NO,1,"This tender is a procurement for an enterprise AI-powered video creation software platform, which is entirely outside DevelopMinded's service portfolio of technology commercialisation, investment readiness, and strategic consultancy.",none,"EIT RawMaterials is seeking a qualified provider to supply, configure, and support a scalable, multilingual, AI-powered educational video creation platform for its European Raw Materials Academy and European Advanced Materials Academy. The contractor must deliver an enterprise-grade software platform enabling digital learning content production, multilingual localisation, institutional IP control, and scalable content development workflows.",16 February 2026
9e6a458d7a1c,EIT InnoEnergy,Catering services for The Business Booster 2026,https://innoenergy.com/uploads/2026/05/Catering-services-for-The-Business-Booster-2026.zip,25.05.2026,,2026-06-01T11:34:46.876922+00:00,NO,1,"This tender is for catering services at an EIT InnoEnergy event, which is a physical hospitality/food service procurement entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call is issued by EIT InnoEnergy seeking a catering supplier for The Business Booster 2026 event. The contractor must concretely deliver food and beverage catering services at the event venue, as evidenced by the accompanying floor plans.",25.05.2026
7a57b01516e9,EIT InnoEnergy,Support with the student administration of the Institute of Sustainable Energy Foundation,https://innoenergy.com/uploads/2026/02/Student-administration-services-2026_1.zip,13.03.2026,,2026-06-01T11:34:46.877087+00:00,NO,1,"This tender is for student administration services at an educational institute, which is entirely unrelated to DevelopMinded's technology commercialisation, investment readiness, or innovation strategy services.",none,"This call from EIT InnoEnergy's Institute of Sustainable Energy Foundation seeks support with student administration tasks. The contractor must deliver administrative services related to student management, which is an operational/educational support function with no connection to deep tech commercialisation or innovation strategy.",13.03.2026
ffbbb7111294,EIT InnoEnergy,Learning & Training Materials and Content Development Services,https://innoenergy.com/uploads/2026/02/Content-Development-Services-IESI_2026.2.20.zip,28.03.2026,,2026-06-01T11:34:46.877225+00:00,NO,1,"This tender is for learning and training content development services from EIT InnoEnergy, which has no overlap with DevelopMinded's core services in technology commercialisation, investment readiness, or deep tech go-to-market strategy.",none,"This call from EIT InnoEnergy is for the development of learning and training materials and content, likely for energy-related education programmes. The contractor would be required to produce structured educational content, course materials, and related learning assets for EIT InnoEnergy's programmes.",28.03.2026
4578619986ea,EIT InnoEnergy,InnoEnergy Ukraine Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Ukraine.zip,28.02.2026,,2026-06-01T11:34:46.877396+00:00,NO,2,"This tender seeks a country representative/agent role for EIT InnoEnergy in Ukraine, which is an operational representation function unrelated to DevelopMinded's technology commercialisation, bid preparation, or strategic advisory services.",none,"This call is for an InnoEnergy Ukraine Representative for 2026-2027, likely involving local stakeholder engagement, ecosystem development, and representing EIT InnoEnergy's interests in Ukraine. The contractor must act as an in-country representative, managing relationships and promoting InnoEnergy's activities in the Ukrainian market.",28.02.2026
e56e7fefd004,EIT InnoEnergy,InnoEnergy Türkiye Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Turkiye.zip,28.02.2026,,2026-06-01T11:34:46.877612+00:00,NO,2,"This tender seeks a local country representative for EIT InnoEnergy in Türkiye, which is a business development/representation role rather than a technology commercialisation or research exploitation consultancy assignment.",none,"EIT InnoEnergy is seeking a representative to act on its behalf in Türkiye for the period 2026–2027. The contractor would be expected to represent InnoEnergy's interests, build local partnerships, and support InnoEnergy's activities in the Turkish market, functioning essentially as a local agent or liaison.",28.02.2026
5c8f71c9d4b8,EIT InnoEnergy,InnoEnergy Romania Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Romania.zip,28.02.2026,,2026-06-01T11:34:46.877764+00:00,MAYBE,4,"This tender seeks a national representative for EIT InnoEnergy in Romania, which could involve partnership strategy and stakeholder outreach aligned with DevelopMinded's services, but the core role appears to be an ecosystem representation/business development mandate rather than a direct consultancy service DevelopMinded typically delivers.",Partnership strategy and stakeholder outreach,"This call from EIT InnoEnergy seeks a Romanian representative for the 2026–2027 period to act on behalf of the InnoEnergy network in Romania. The contractor would likely be required to represent InnoEnergy's interests, engage local stakeholders, support portfolio companies, and develop the clean energy innovation ecosystem in Romania.",28.02.2026
ef38e52b81ab,EIT InnoEnergy,InnoEnergy Hungary Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Hungary.zip,28.02.2026,,2026-06-01T11:34:46.877904+00:00,MAYBE,4,"This tender seeks a Hungarian representative for EIT InnoEnergy, which involves innovation ecosystem engagement that partially overlaps with DevelopMinded's partnership strategy and stakeholder outreach services, but the core role appears to be a regional representation/business development function rather than technology commercialisation or research exploitation consulting.",Partnership strategy and stakeholder outreach,"This is a Request for Proposals from EIT InnoEnergy seeking a Hungary Representative for 2026-2027, likely to act as a local liaison and ecosystem enabler for InnoEnergy's activities in Hungary. The contractor would be expected to represent InnoEnergy's interests, engage with local stakeholders, support portfolio companies, and facilitate innovation ecosystem activities in the Hungarian market.",28.02.2026
19d7e49359bb,EIT InnoEnergy,InnoEnergy Estonia Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Estonia.zip,28.02.2026,,2026-06-01T11:34:46.878043+00:00,MAYBE,4,"This tender seeks a local Estonian representative for EIT InnoEnergy, which involves stakeholder outreach and partnership strategy aligned with DevelopMinded's services, but is primarily a regional representation/business development role rather than deep tech commercialisation or research exploitation consulting.",Partnership strategy and stakeholder outreach,"EIT InnoEnergy is seeking a representative to act on their behalf in Estonia for the period 2026-2027. The contractor would likely be required to represent InnoEnergy's interests, build local partnerships, engage with relevant ecosystem stakeholders, and support InnoEnergy's activities in the Estonian market.",28.02.2026
833fd231887a,EIT InnoEnergy,InnoEnergy Czechia Representative for 2026 – 2027,https://innoenergy.com/uploads/2026/02/Czechia.zip,28.02.2026,,2026-06-01T11:34:46.878182+00:00,MAYBE,5,"This tender seeks a country representative for EIT InnoEnergy in Czechia, which could overlap with DevelopMinded's partnership strategy, stakeholder outreach, and support for deep tech ventures, but the role is primarily a regional representation/business development position rather than a consultancy service contract.",Partnership strategy and stakeholder outreach,"This is a Request for Proposals from EIT InnoEnergy seeking a representative body or individual to act as their official Czechia representative for 2026–2027. The contractor would likely be required to represent InnoEnergy's interests in the Czech market, engage with local stakeholders, support portfolio companies, and facilitate connections between Czech innovators and the InnoEnergy network.",28.02.2026
2c373fe16826,EIT InnoEnergy,SDR Agency services Skills Institute,https://innoenergy.com/uploads/2026/02/SDR-Agency-services-Skills-Institute.zip,16.02.2026,,2026-06-01T11:34:46.878347+00:00,NO,2,"This tender is for SDR (Sales Development Representative) agency services for EIT InnoEnergy's Skills Institute, which is a sales/lead generation outsourcing role entirely unrelated to DevelopMinded's technology commercialisation and deep tech consultancy services.",none,"This call from EIT InnoEnergy is seeking an external SDR (Sales Development Representative) agency to support the Skills Institute with outbound sales and lead generation activities. The contractor would be expected to deliver sales prospecting, outreach, and pipeline-building services on behalf of the Skills Institute.",16.02.2026
d1ab0bfd2ee5,EIT InnoEnergy,Exhibition set-up for The Business Booster 2026,https://innoenergy.com/uploads/2026/02/Exhibition-set-up-for-TBB2026.zip,28.02.2026,,2026-06-01T11:34:46.878483+00:00,NO,1,"This tender is for physical exhibition setup and event logistics services, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy offerings.",none,"This is a procurement by EIT InnoEnergy for the physical setup of an exhibition at The Business Booster 2026 event, including booth/stand construction and floor planning. The contractor must deliver physical exhibition infrastructure setup based on provided floorplans.",28.02.2026
cbb776480a41,EIT InnoEnergy,Marketing Communications Services InnoEnergy: Skills Institute and Masters+,https://innoenergy.com/uploads/2025/12/Marketing-Communications-Services-InnoEnergy_Skills-Institute-and-Masters.zip,16.01.2026,,2026-06-01T11:34:46.878616+00:00,NO,1,"This tender is for marketing communications services for EIT InnoEnergy's Skills Institute and Masters+ programmes, which requires marketing/PR agency capabilities entirely outside DevelopMinded's technology commercialisation and strategic advisory services.",none,"This call from EIT InnoEnergy seeks a contractor to deliver marketing communications services for its Skills Institute and Masters+ education programmes. The contractor must concretely deliver marketing campaigns, content creation, brand communications, and promotional activities for these energy-focused educational offerings.",16.01.2026
412cf100d856,EIT InnoEnergy,Skills Intelligence Dashboard,https://innoenergy.com/uploads/2025/12/Skills-Intelligence-Dashboard-2025.zip,18.12.2025,,2026-06-01T11:34:46.878749+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUHwAotjCiW4BxHZnHK'}",,,
dd422f7fbcf2,EIT InnoEnergy,CRM Facility – Government Affairs,https://innoenergy.com/uploads/2025/12/CRM-Facility-Government-Affairs.zip,16.12.2025,,2026-06-01T11:34:46.878876+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUJRPC1J5eCX5Hca83o'}",,,
dd86b67fe60d,EIT InnoEnergy,"Registration, B2B tool and on-site services for TBB2026",https://innoenergy.com/uploads/2025/12/Registration-B2B-tool-and-on-site-services-for-TBB2026.zip,12.12.2025,,2026-06-01T11:34:46.879002+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUJpFroenvTVNoTAQop'}",,,
7c7a81afa490,EIT InnoEnergy,Accommodation and housing services for TBB 2026,https://innoenergy.com/uploads/2025/12/Accommodation-and-housing-services-for-TBB-2026.zip,12.12.2025,,2026-06-01T11:34:46.879127+00:00,NO,1,"This tender is for accommodation and housing services for a TBB 2026 event organised by EIT InnoEnergy, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,This is a request for proposal from EIT InnoEnergy seeking housing and accommodation services for an event called TBB 2026. The contractor must concretely deliver lodging/housing arrangements for participants of this event.,12.12.2025
46c2a1d78e90,EIT InnoEnergy,Quality Management Services: AI 4 Green Deal Project,https://innoenergy.com/uploads/2025/10/Quality-Management-Services-AI-4-Green-Deal-Project-2.zip,14.11.2025,,2026-06-01T11:34:46.879258+00:00,MAYBE,4,"The tender is for Quality Management Services within an EIT InnoEnergy AI/Green Deal project, which touches on innovation programme management but does not align closely with DevelopMinded's core commercialisation, investment readiness, or go-to-market services.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","This is a Request for Proposal issued by EIT InnoEnergy for Quality Management Services related to the AI 4 Green Deal project. The contractor would likely be required to deliver quality assurance frameworks, monitoring processes, and compliance/reporting mechanisms for the project, though the full scope is unclear due to the binary file content.",14.11.2025
8762a3bdbd95,EIT InnoEnergy,Licensing of online modular solar training content and instructor-led training kits for the European Solar Academy,https://innoenergy.com/uploads/2025/10/LICENS1.zip,27.10.2025,,2026-06-01T11:34:46.879401+00:00,ERROR,0,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 75120f1c-5d3b-4441-9fbd-05d894033efb, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbcUKmhbPYPZXUweyjoez'}",,,
ab8d27fe43e7,EIT InnoEnergy,"Subcontracting of non-core activities for the execution of Project CRM Facility. Latin America with a focus on Argentina, Chile and Peru",https://innoenergy.com/uploads/2025/09/subcontracting-of-non-core-activities-for-the-execution-of-project-crm-facility-latin-america-with-a-focus-on-argentina-chile-and-peru.zip,25.09.25,,2026-06-01T11:34:46.879530+00:00,NO,2,"This tender is about subcontracting non-core activities for a Critical Raw Materials (CRM) facility project focused on Latin America (Argentina, Chile, Peru), which is outside DevelopMinded's core competencies in EU deep tech commercialisation and Horizon Europe/EIC support.",none,"This is an EIT InnoEnergy Request for Proposal seeking subcontractors to support non-core activities for a CRM (Critical Raw Materials) Facility project with a geographic focus on Latin America, specifically Argentina, Chile, and Peru. The contractor would need to deliver operational or technical support services related to raw materials development in that region.",25.09.25
f972d99a5d81,EIT InnoEnergy,Subcontracting of non-core activities for the execution of Project CRM Facility (Pre-due diligence Assessment),https://innoenergy.com/uploads/2025/07/Subcontracting-of-non-core-activities-for-the-execution-of-Project-CRM-facility-2.zip,09.08.2025,,2026-06-01T11:34:46.879659+00:00,MAYBE,5,"The tender involves pre-due diligence assessment for a CRM (Critical Raw Materials) Facility under EIT InnoEnergy, which partially aligns with DevelopMinded's investment readiness and evaluation/assessment services, but the core focus appears to be on industrial/materials project assessment rather than deep tech commercialisation or startup support.","Evaluation and assessment of investor readiness, innovation programmes, and startup competitions","This is an EIT InnoEnergy subcontracting call for non-core activities related to a Critical Raw Materials (CRM) Facility project, specifically covering pre-due diligence assessment work. The contractor is expected to deliver assessment and analytical services supporting the due diligence process for CRM-related investments or projects.",09.08.2025
4d82c4ec3744,EIT InnoEnergy,Freight and Logistic services for TBB2025,https://innoenergy.com/uploads/2025/07/Freight-and-logistics-services_TBB2025.zip,18.07.2025,,2026-06-01T11:34:46.879786+00:00,NO,1,"This tender is for freight and logistics services for an event (TBB2025), which has no connection to DevelopMinded's technology commercialisation and strategic consultancy services.",none,"This call from EIT InnoEnergy is seeking freight and logistics services for the TBB2025 event, likely involving physical transportation and handling of exhibition materials. The contractor must provide logistical support for exhibitors, including shipping, handling, and delivery of goods to and from the event venue.",18.07.2025
